Management,Type,Acres,District,Field Office,Name,Lease Status
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),19.7637131995,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),18.3150077086,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.71945410563,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),33.6417327930,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),4552.76498697,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),39.5532921612,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.21743769525,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1369.27391355,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),43.9685509197,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),548.694465298,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),73.5718075094,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),160.621864685,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),120.221770374,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),31.3148619065,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.21396496311,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.06174087416,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.22386288122,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),10.1552818645,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),68.9934410287,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),310.712757869,N/A,Casper,UNKNOWN,UNKNOWN
Bureau of Land Management,National Wildlife Refuge,1.11368077569,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,1.00159571382,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,2.29276901823,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,18.8638935370,Idaho Falls,Pocatello,,
Bureau of Land Management,National Monument,69.9013324363,Twin Falls,Shoshone,,
Bureau of Land Management,National Wildlife Refuge,1.79728033699,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,18.5530951638,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,5.46366019723,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,2.66615148098,Idaho Falls,Pocatello,,
Bureau of Land Management,National Wildlife Refuge,14.2657991392,Idaho Falls,Pocatello,,
Bureau of Land Management,Historic/Scenic Trail,33476.8336240,,Pocatello,,
Bureau of Land Management,Wilderness Study Area,24.2332606161,N/A,Kemmerer,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),1854.62505725,Idaho Falls,Pocatello,Downey Watershed,OPEN
Bureau of Land Management,Wilderness Study Area,316.487035247,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,11190.0426709,Idaho Falls,Pocatello,,
Bureau of Land Management,Wilderness Study Area,39.1250184492,Idaho Falls,Pocatello,,
Bureau of Land Management,Wilderness Study Area,14.4783242882,Twin Falls,Shoshone,,
Bureau of Land Management,Wilderness Study Area,27849.8139796,N/A,Kemmerer,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),39.9898436626,Idaho Falls,Pocatello,Bowen Canyon Bald Eagle Sanctuary,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),1.14243165987,Idaho Falls,Pocatello,Old Juniper Townsite,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),100.466637974,Idaho Falls,Pocatello,Cheatbeck Canyon RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),237.459233161,Idaho Falls,Pocatello,Pine Gap RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),2.97628477501,Idaho Falls,Pocatello,Van Komen Homestead,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),614.585904695,Idaho Falls,Pocatello,Oneida Narrows RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),44.0441224955,Idaho Falls,Pocatello,Dairy Hollow RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1845.83557406,Idaho Falls,Pocatello,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),207.709276528,Idaho Falls,Pocatello,Travertine Park RNA,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),6.59495036045,Idaho Falls,Pocatello,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),317.988787123,Idaho Falls,Pocatello,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),238.603113813,Idaho Falls,Pocatello,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,National Monument,44.9233729737,N/A,Billings,,
Bureau of Land Management,National Wildlife Refuge,46.9133761905,N/A,Lewistown,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),3100.48203646,Idaho Falls,Pocatello,Indian Rocks,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),1941.75968308,Idaho Falls,Pocatello,Bowen Canyon Bald Eagle Sanctuary,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),318.525113270,Idaho Falls,Pocatello,Bowen Canyon Bald Eagle Sanctuary,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),378.917241955,Idaho Falls,Pocatello,Robbers Roost Creek RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),69.6762847229,Idaho Falls,Pocatello,Formation Cave RNA,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),3.71525912215,N/A,Kemmerer,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),44.7789510502,N/A,Kemmerer,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.59663909543,N/A,Kemmerer,Geoff Hogander/Stump Creek,UNKNOWN
Bureau of Land Management,National Wildlife Refuge,24.4280587423,N/A,Lewistown,,
Bureau of Land Management,National Wildlife Refuge,1.17305934588,N/A,Lewistown,,
Bureau of Land Management,National Wildlife Refuge,1.75516206827,N/A,Lewistown,,
Bureau of Land Management,National Wildlife Refuge,3.01095177355,N/A,Miles City,,
Bureau of Land Management,National Wildlife Refuge,4.78694839042,N/A,Miles City,,
Bureau of Land Management,National Wildlife Refuge,21.5003170239,N/A,Miles City,,
Bureau of Land Management,National Wildlife Refuge,46.6555425258,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,627.365089451,N/A,Miles City,,
Bureau of Land Management,Historic/Scenic Trail,47.6680605624,,Lewistown,,
Bureau of Land Management,Historic/Scenic Trail,20399.3118847,,Miles City,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),12663.6389991,N/A,Kemmerer,Raymond Mountain ACEC,OPEN
Bureau of Land Management,Wilderness Study Area,20368.3305286,N/A,Worland,,
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),5400.55245523,N/A,Cody,Sheep Mountain Anticline,OPEN
Bureau of Land Management,Historic/Scenic Trail,6898.02186784,,Billings,,
Bureau of Land Management,Wilderness Study Area,5996.34116636,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,8471.48017036,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,17883.8539584,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,635.939788683,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,238.253625254,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,1249.33324659,N/A,Miles City,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),28560.5418664,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Historic/Scenic Trail,15447.3769216,,Cody,,
Bureau of Land Management,Wilderness Study Area,629.299708434,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,32.8748629494,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,129.078137652,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,156.610766568,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,297.642617494,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,304.985867100,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,13.8309296537,N/A,Lewistown,,
Bureau of Land Management,Wilderness Study Area,320.534198404,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,37.7371641689,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,644.987532230,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,1294.99980919,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,619.996831358,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,308.048993010,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,31.0614757378,N/A,Lewistown,,
Bureau of Land Management,Wilderness Study Area,623.227248290,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,320.122259066,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,616.968436906,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,650.943288450,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,296.730796217,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,24.2845228798,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,653.839323689,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,219.764907248,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,42.1118917270,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,333.566571525,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,32.0652617338,N/A,Miles City,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),913.556223075,N/A,Billings,Meeteetse Spires,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),4.55087824492,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),258.976028309,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Wilderness Study Area,8427.37807753,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,1905.36715304,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,6.70241331771,N/A,Lewistown,,
Bureau of Land Management,Wilderness Study Area,20201.3942073,N/A,Worland,,
Bureau of Land Management,Wilderness Study Area,827.244863897,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,647.343951466,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,653.993686511,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,28.3673080972,N/A,Lewistown,,
Bureau of Land Management,Wilderness Study Area,1098.54861899,N/A,Miles City,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),243.049699569,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),6.81270034044,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),127.147298376,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1.55258295693,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),168.776940349,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),112.759284779,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Wilderness Study Area,784.870027031,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,619.758756500,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,4.82370672928,N/A,Lewistown,,
Bureau of Land Management,Wilderness Study Area,595.126208051,N/A,Miles City,,
Bureau of Land Management,Wilderness Study Area,5675.72013588,N/A,Miles City,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1.31485950351,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Wilderness Study Area,4539.93458117,N/A,Lander,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),4.44209153465,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),3.27915082023,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),2.77979612322,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),4317.27108433,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),282.337308652,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),21.7892529823,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),176.025615256,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),83.4216992341,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),75.4943581387,N/A,Miles City,Smoky Butte,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),184.846862400,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),73.2139729635,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),5.83861180184,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Wilderness Study Area,506.129085516,N/A,Lander,,
Bureau of Land Management,Wilderness Study Area,88.8627597342,N/A,Lander,,
Bureau of Land Management,Wilderness Study Area,233.628182708,N/A,Lander,,
Bureau of Land Management,Wilderness Study Area,23258.0550291,N/A,Worland,,
Bureau of Land Management,Wilderness Study Area,10840.5005786,N/A,Worland,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),21.5962175727,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),8188.91112545,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),311.154869413,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Wilderness Study Area,12298.3015035,N/A,Buffalo,,
Bureau of Land Management,Wilderness Study Area,24058.9889411,N/A,Cody,,
Bureau of Land Management,Wilderness Study Area,17094.8954751,N/A,Worland,,
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),39.0334968397,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (OPEN),5247.59275136,N/A,Cody,Sheep Mountain Anticline,OPEN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),85.4953424315,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),273.308207801,N/A,Billings,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),40.0463507796,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),1.26678189039,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),3786.80132302,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),7892.78092532,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),252.385991428,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),313.780563787,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),9.13934485465,N/A,Miles City,Black-footed Ferret,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),554.204621905,N/A,Miles City,Howrey Island,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),335.382973199,N/A,Miles City,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),79.9019019638,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),118.807685523,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),269.687602778,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),76.8075761463,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),40.5916149787,N/A,Buffalo,UNKNOWN,UNKNOWN
Bureau of Land Management,Area of Critical Environmental Concern (UNKNOWN),119.663345713,N/A,Buffalo,UNKNOWN,UNKNOWN
